file_name,text
The_Bacta_War-Michael_A_Stackpole.jpg," While the Alliance fleet mounts a major campaign against a deadly warlord, tyrant Ysanne Isard has taken control of Thyferra, intending to withhold its supply of medicinal bacta to destabilize and destroy the New Republic (especially in light of a deadly plague she released into their ranks before doing so). Undermanned and deprived of Alliance support, Rogue Squadron must oppose Isard's plans, defeat her Star Destroyer fleet, and free Thyferra from her rule in an all-or-nothing battle against a seemingly superior force."
The_Pothunters-P_G_Wodehouse.jpg," The novel follows the lives of several of the schoolboys as they study, take part in their school sports (particularly boxing and running), and enjoy tea in their studies. After the school's sports trophies ('pots' in contemporary slang) are stolen in a burglary, the boys, their masters, and the police join in the hunt for the 'pots'."
Green_Shadows_White_Whale-Ray_Bradbury.jpg," The narrator, an unnamed writer, is sent to Dublin, Ireland to coproduce a film adaptation of Moby Dick with a director whose first name is given as ""John"". While there, he hears of the many strange and surreal stories of the boyos in Flinn's pub that make up the bulk of the novel, along with other adventures in the land of Ireland, including a ""hunt wedding"" and a house that has a mind of its own. The last chapter of the novel is devoted to the successful completion of the screenplay and the narrator's resulting ascent to fame."
A_Wild_Sheep_Chase-Haruki_Murakami.jpg," This mock-detective tale follows an unnamed Japanese man through Tokyo and Hokkaidō in 1978. The passive, chain-smoking main character gets swept away on an adventure that leads him on a hunt for a sheep that hasn’t been seen for years. The apathetic protagonist meets a woman with magically seductive ears and a strange man who dresses as a sheep and talks in slurs; in this way there are elements of Japanese animism or Shinto. The manipulation of the narrator into the hunt and repeated references to The Adventures of Sherlock Holmes raise connections to ""The Red-Headed League."""
The_Lost_City_of_Faar-DJ_MacHale.jpg," Loor flumes to her home in Zadaa while Press and Bobby flume to Cloral. Most of the book takes place on the territory known as Cloral, a planet that is entirely covered by water. The inhabitants of Cloral live on giant floating barges, called habitats. The main habitat in the book is called Grallion. Grallion is responsible for growing food for Cloral. A territory called Zadaa is also visited. Pendragon goes searching for a mythical city called Faar."
The_Forest_of_Doom-Ian_Livingstone.jpg," The player takes the role of an adventurer on a quest to retrieve a magical warhammer for the dwarves of the village of Stonebridge, which has apparently been stolen and hidden in separate pieces by goblins in Darkwood Forest."
City_of_Thieves-Ian_Livingstone.jpg," The player takes the role of an adventurer on a quest to find and stop the powerful Night Prince Zanbar Bone, a being whose minions are terrorizing a local town. Hired by a desperate mayor, the player must as the adventurer journey to the dangerous city-state of Port Blacksand (the ""City of Thieves""), and find the wizard Nicodemus, who apparently knows of Bone's one weakness. What follows is a series of challenges as the player must locate certain key items, escape Port Blacksand and eventually confront Bone."
Tribes_of_Redwall_Badgers-Brian_Jacques.jpg," This booklet about badgers features trivia questions, a giant poster, and profiles of many of the badger characters that are featured in the series. They include cartoons, fun facts, and the story information. Illustrated by Peter Standley."
The_Great_God_Pan-Arthur_Machen.jpg," Mary, a young woman in Wales, has her mind destroyed by Dr Raymond's attempt to enable her to see the god of nature, Pan. Years later the beautiful but sinister-looking Helen Vaughan arrives on the London social scene, disturbing many young men and causing some of them to commit suicide. It transpires that she is the monstrous offspring of the god Pan and the woman in Raymond's experiment."
The_Hill_of_Dreams-Arthur_Machen.jpg," The novel recounts the life of a young man, Lucian Taylor, focusing on his dreamy childhood in rural Wales, in a town based on Caerleon. The Hill of Dreams of the title is an old Roman fort where Lucian has strange sensual visions, including ones of the town in the time of Roman Britain. Later it describes Lucian's attempts to make a living as an author in London, enduring poverty and suffering in the pursuit of art."
A_Dweller_in_Two_Planets-Unknown.jpg," In its introduction, Oliver claims that the book had been channeled through him via automatic writing, visions and mental ""dictations"", by a spirit calling himself Phylos the Tibetan who revealed the story to him over a period of three years, beginning in 1883."
Gypsy_Rizka-Lloyd_Alexander.jpg," Rizka is a gypsy who lives just outside of a town in a vardo and waits for the return of her gypsy father after the death of her mother. Fortunately, she has Big Franko looking out for her and the company of her cat Petzel. Throughout the story, she experiences numerous adventures helping out friends and folks in town as well as outwitting local town official Sharpnack, who will do anything to get rid of Rizka."
Winds_of_Change-Mercedes_Lackey.jpg, Winds of Change is the story telling of the training of the Heir of Valdemar Elspeth in real magic.
Pillar_of_Fire-Judith_Tarr.jpg," Set in ancient Egypt the narrative is based on the notion that Moses and the Pharaoh Akhenaten were one and the same. Narrated in the third person from the viewpoint of a Hittite slave girl, the novel juxtaposes the Exodus story with the events in the Egyptian court."
Tooth_and_Claw-Jo_Walton.jpg," The book's plot is similar to that of a Victorian romance, with the obvious difference that the protagonists are not human beings but dragons. It has been compared to Anthony Trollope's novel Framley Parsonage. The novel begins with the death of the patriarch of a family of dragons. The novel follows the lives of his children, along with other characters."
The_Hounds_of_the_Morrigan-Pat_OShea.jpg, Pidge buys a book entitled A Book of Patrick's Writing and discovers that the book he bought is actually a prison for the evil serpent Olc-Glas. The Morrigan wants the book so that she can absorb the evil of Olc-Glas and take over the world.
Whortles_Hope-Robin_Jarvis.jpg," In the story, which takes place in the summer before the events of The Crystal Prison, it is almost the time of the Fennywolde games, when the young field mice compete to see who will have the honour of being the head sentry of the cornfield for the entire summer. Young Whortle longs to win the competition, but not if it means his friends are going to sabotage the other competitor's chances. He wants to win on his own merits, but soon realises winning isn't the most important thing as another mouse needs the prize more than he does."
Harpy_Thyme-Piers_Anthony.jpg," Gloha Goblin-Harpy is searching for love, and decides to ask the Magician Humfrey where she can find it. He tells her to ask his second son Crombie the Soldier. Gloha goes on a quest for love, accompanied by Magician Trent and Cynthia, a winged centaur filly."
Geis_of_the_Gargoyle-Piers_Anthony.jpg," SUMMARY: Seeking a spell that will restore the polluted river Swan Knee to a state of purity, guardian Gary Gargoyle finds himself face-to-face with the Good Magician Humfrey."
Xone_of_Contention-Piers_Anthony.jpg," Dug, the Mundane who had had an adventure in Xanth through the Companions of Xanth computer game, is now happily married to Kim. His friend Edsel on the other hand is on the rock with his marriage to Pia, Dug's old girlfriend, who wants a divorce. Edsel, not wanting to lose her strikes a deal with her, they take a two week vacation in Xanth, switching with Nimby and Chlorine who want to learn about Mundania, and if she doesn't change her mind, he won't fight it."
Swell_Foop-Piers_Anthony.jpg," Cynthia Centaur and her companions must find the Six Rings of Xanth (Air, Earth, Fire, Water, Void, and the Idea) in order find the Swell Foop and use it to rescue the Demon E(A/R)th from the thrall of the Demoness Fornax."
Currant_Events-Piers_Anthony.jpg," The plot follows Clio the Muse of History as she finally leaves the mountain where she and her sisters live, to find the currant that can clarify her volume of Xanth's history."
Stork_Naked-Piers_Anthony.jpg," Surprise summons the stork with Umlaut, only to discover with dismay that the stork refuses to deliver her baby due to a clerical error. Off on an adventure to find her child, she seeks the aid of Pyra, who wields a tool that can find, and enter, alternate realities. As Surprise and her entourage search for the correct world, the sinister mechanisms behind the whole adventure is revealed."
Shriek_An_Afterword-Jeff_VanderMeer.jpg," Ambergris, named for ""the most secret and valued part of the whale,"" is a fantastical urban milieu, explicitly modern and apparently pre-industrial (despite the presence of guns, bombs, and motor vehicles). Ambergris is characterized by grocery stores, post offices, cafés, and vendors (The ""Borges Bookstore"" bears note). The city was built over the land (and quiet protests) of the fungally-adept ""graycaps,"" humanoids of uncertain disposition. The inhabitants of Ambergris enjoy a fascination with squid, and celebrate an anarchic annual Festival of the Freshwater Squid."
The_Demon_Apostle-Robert_Anthony_Salvatore.jpg," The final novel in the first trilogy begins with the mopping up of Bestesbulzibar's army and the battle against the demon's spirit, which has possessed the highest levels of power within the Abellican Church. Again, it is up to Elbryan and Pony, along with their friends, to combat the corruption and attempt to end its terrible hold forever. it:L'apostolo del demone"
Castle-Garth_Nix.jpg," Tal and Milla make it from the shadowy 'Dark World' to the titular castle, a seeming place of peace. Both are unwanted by the castle's inhabitants, Milla the most. The two must avoid conspiracies and other dangers inside the castle, just to survive."
The_Wicked_Day-Mary_Stewart.jpg, The novel covers the time after Merlin's self imposed exile and stretches to the deaths of Modred and Arthur.
Excalibur-Sanders_Anne_Laubenthal.jpg," The novel is set in modern times against the background of the legendary Medieval Welsh colonization of Mobile, Alabama under the prince Madoc in the 12th century. The modern Pendragon, King Arthur's secret successor, must recover Arthur's famed sword Excalibur."
Assault_at_Selonia-Roger_MacBride_Allen.jpg," Han Solo is a prisoner on his home planet of Corellia. His captor is his evil cousin, Thrackan Sal-Solo. The man plans to restore the imperial empire and bring himself great personal power. Han joins with a female alien named Dracmus against Sal-Solo's corrupt Human League. Han Solo wishes to escape to Selonia to warn his friends but he is not even sure he can trust Dracmus. Meanwhile, forces conspire to take control of Centerpoint Station, an ancient artifact/world with the ability to destroy solar systems."
Final_Diagnosis-James_White.jpg," A man suffering from multiple mysterious illnesses and allergic reactions is labelled a hypochondriac. Finally he is sent to Sector General as a last resort. He befriends his fellow alien patients, telling them his life history. Rather than dismissing his complaints, the attentive hospital doctors develop a theory, and bring him back to his home planet. At the scene of a childhood accident that seems to have started it all, explanations are found."
Castle_Death-Joe_Dever.jpg," In his quest to attain Kai Grand Master status, Lone Wolf must seek out and find 7 Lorestones. After obtaining the Lorestone of Varetta in the previous book and absorbing its wisdom and power, the location of the next Lorestone is revealed as the remote township of Herdos. Here, Lone Wolf is directed by friendly Elder Magi to search within the accursed fortress of Kazan-Oud, otherwise known as ""Castle Death""."
From_the_Corner_of_His_Eye-Dean_Koontz.jpg," Dean Koontz writes a tale of good and evil, and how the concepts influence people's lives. The book begins with three separate stories that eventually intertwine: a loving relationship between a mother and her genius son, a ruthless killer, and a young woman who takes it upon herself to raise her late sister's baby."
Voyage_of_the_Shadowmoon-Sean_McMullen.jpg," Voyage of the Shadowmoon follows the crew of the mysterious vessel named Shadowmoon, a spy vessel. Their task is to retrieve Silverdeath, an apocalyptic mechanism that has been hidden for decades. Unearthed by the ambitious Emperor Warsovran, Silverdeath annihilates an entire continent. The Shadowmoon's crew, some of whom are working for different parties, are trying to secure Silverdeath before it can be used again by any of a host of rulers who wish to abuse its destructive abilities."
Madwand-Roger_Zelazny.jpg," Pol Detson, son of Lord Det, has come home, now a powerful sorcerer of unsurpassed natural ability. But Pol is still an untrained talent, a ""madwand."" To take control of his powers, to rule in his father's place, he must survive arduous training and a fantastic initiation into the rites of society. The story implied that a sequel was necessary to complete the story, but no sequel was ever written."
Orphan_Star-Alan_Dean_Foster.jpg," The novel takes place in 550 A.A. (After Amalgamation in Foster’s timeline, 2950 AD). Flinx, no longer a poor orphan, is chasing a merchant to Hivehom and Terra in search of information about his parentage. Along the way Flinx is joined by Sylzenzuzex, a female Thranx member of the Commonwealth Church. His chase leads him to Ulru-Ujurr, a planet under Edict from the United Church, ostensibly because it contains a highly intelligent telepathic race. It is on Ulru-Ujurr that he discovers the mystery of his parentage and begins the childlike Ulru-Ujurrians on their ""Game of Civilization""."
The_End_of_the_Matter-Alan_Dean_Foster.jpg," He not only finds this man, Skua September, but also acquires a strange new alien pet Abalamahalamatandra—Ab for short—and is pursued by an assassin squad called the Qwarm. Flinx’s friends Bran Tse-Mallory and Truzenzuzex show up looking for Ab in the hope of finding an ancient weapon, thought to possibly be capable of stopping a rogue black hole; before the three inhabited planets on the black hole's course are sucked in."
The_Hour_of_the_Gate-Alan_Dean_Foster.jpg," Barely accustomed to the strange new world in which he has found himself trapped, Jon-Tom accompanies the wizard Clothahump to try to mount a defense against the invasion of the monstrous insectoid Plated Folk. He and his otter companion Mudge, along with other allies gained in ""Spellsinger"", find themselves faced with ever more serious obstacles: From an underground river that leads to the four waterfalls known as The Earth's Throat, to the spider-silk city of the wary Weavers and their horrific arachnid queen, into the heart of Plated Folk territory, and even to the stars themselves."
The_Moment_of_the_Magician-Alan_Dean_Foster.jpg," The wizard Clothahump described the swamps of the south as ""tropical, friendly, and largely uninhabited"" when he sent Jon-Tom the Spellsinger and Mudge the Otter to investigate the rising power of a new magician, Marcus the Ineluctable. Along the way they encounter warring colonies of tough-talking prairie dogs, magical mime-vines, a mammoth mountain of living muck and a hidden colony of dreaded Plated Folk."
The_Paths_of_the_Perambulator-Alan_Dean_Foster.jpg," The strange world Jon-Tom has found himself trapped in takes a turn for the decidedly weird as Foster’s fantasy series take a page from Kafka's The Metamorphosis when the Spellsinger wakes up one morning as a giant crab. The cause, as determined by the turtle wizard Clothahump, is a trapped perambulator: an inter-dimensional creature that wanders through different universes leaving behind random changes to the fabric of the world. Jon-Tom and his friends attempt to free the perambulator before it wreaks permanent havoc on their world."
Son_of_Spellsinger-Alan_Dean_Foster.jpg," Rather than become a spellsinger like his father Jon-Tom, teenage Buncan decides to do his own thing, and puts together a band with Mudge and Weegee’s children that features rap music. Unfortunately for them it is Buncan and his band who possess the power to battle the sinister Grand Veritable."
Chorus_Skating-Alan_Dean_Foster.jpg," To avoid boredom, Spellsinger Jon-Tom and his faithful otter companion, Mudge, embark on a quest that seems to have no end. They rescue a gaggle of spoiled princesses, wage war on a guerrilla gorilla, and escape from a mocking maelstrom before getting on the wrong side of an evil alien band."
Miss_Hickory-Carolyn_Sherwin_Bailey.jpg," The protagonist is Miss Hickory, a doll made from a forked twig from an apple tree and a hickory nut for her head (hence her name). She lives in a tiny doll house made of corncobs outside the home of her human owners. Her world is shaken when the family decides to spend the winter in Boston, Massachusetts, but leave her behind. Miss Hickory is aided during the long cold winter by several farm and forest animals. Prickly and a little stubborn, she slowly learns to accept help from others, and to offer some assistance herself."
The_Howling_Stones-Alan_Dean_Foster.jpg," Two scientists race against their vicious alien nemesis, the AAnn, to secure a treaty for mining rights on the newly discovered planet Senisran, an oddity of mostly ocean dotted with thousands of islands. The aboriginal natives' sacred stones are found to have an immense power that the humans and the AAnn will do almost anything to obtain."
Glory_Lane-Alan_Dean_Foster.jpg," Punk rock fan Seeth rescues a stranger from arrest at his favorite hang-out, the bowling alley, only to discover that the cops are killer aliens. Seeth soon finds himself on the run, not just on the streets of Earth, but among the stars as well. Along the way he is joined by geeky bookworm Kerwin and Valley girl Miranda and the trio quickly find themselves in the middle of an intergalactic battle."
The_Secret_World_of_Og-Pierre_Berton.jpg," In this fantasy adventure, four children — Penny, the leader; Pamela, her common-sense sister; Peter, whose life’s ambition is to become a garbageman; and Patsy, who collects frogs in her pockets — set out in search of their baby brother, Paul, better known as “The Pollywog,” who has vanished mysteriously from their playhouse. Accompanied by their fearless pets, the children descend through a secret trapdoor into a strange underground world of mushrooms, whose green inhabitants know only one word: “OG!”"
The_Wild_Geese-Mori_Ogai.jpg," Suezo, a moneylender, is tired of life with his nagging wife, so he decides to take a mistress. Otama, the only child of a widower merchant, wishing to provide for her aging father, is forced by poverty to become the moneylender's mistress. When Otama learns the truth about Suezo, she feels betrayed, and hopes to find a hero to rescue her. Otama meets Okada, a medical student, who becomes both the object of her desire and the symbol of her rescue."
Dark_Thane-Miller_Lau.jpg," After a series of ugly battles and incidents, the dwarven community becomes increasingly isiolationist in its city under the mountains. Unfortunately dark magic, backstabbings, betrayal and power grabs threaten to destroy the already destabilized dwarf society. A Thane is a ruler of a dwarven faction."
The_Parched_Sea-Troy_Denning.jpg," The Parched Sea is another name for the desert Anauroch in which the novel takes place. The Zhentarim, determined to drive a trade route through Anauroch, send an army to enslave the nomads of the Great Desert. Ruha, an outcast witch, tries to gain the trust of the Sheikh as tribe after tribe fall to the Zhentarim. The Harpers send an agent to counter the Zhentarim, and Ruha helps this stranger win the Sheikh's trust, so that he can overcome the tribes' ancestral rivalries and drive the invaders from the desert."
The_Silver_Spike-Glen_Cook.jpg, The Dominator was a wizard of immense power who could not be killed by his enemies. He was however defeated and his evil essence imprisoned in a silver spike. The power inherent in the spike is so greatly feared and desired that some try to steal it while others try to keep it from falling into anyone's hands.
Soldiers_Live-Glen_Cook.jpg," In this climactic conclusion to the ""Glittering Stone"" cycle in the Black Company series, Croaker is former military dictator of all the Taglios, and no Black Company member has died in battle for four years. But with the Company's old adversaries around, who hope to bring about the apocalyptic Year of the Skulls, the Company is brought to the edge of the apocalypse."
Hunter_of_Worlds-C_J_Cherryh.jpg," In the story, a ship belonging to a terrifyingly dominant space-faring race, the iduve, arrives at a space station. They demand that a particular station resident, a blue-skinned Kallian, be sent to their ship and all record of him be erased. No defiance is possible or the space station will be destroyed. The human-like Kallian is handed over to the iduve who mind-link him to two other human prisoners, forcing him to service his captors on three levels."
A_Study_in_Sorcery-Michael_Kurland.jpg, In New England an Azteque Prince is found dead on a stone altar. Lord Darcy and Sean O Lochlainn are sent across the Atlantic to investigate. Darcy must identify the killer and determine whether the Azteques are returning to human sacrifice. Perhaps an attempt is being made by the rival Polish Empire to upset the balance of power between the Angevin Empire and the Azteques?
Upland_Outlaws-Dave_Duncan.jpg," Having escaped across the Cenmere Sea, the group takes to ship and sets sail."
A_Flame_in_Hali-Deborah_J_Ross.jpg," A Flame in Hali is set in Darkover's ""Hundred Kingdoms"" era. It is an era blurred in with the Ages of Chaos at the tail end. Breeding programs are no more, but wars are still fought with terrible laran weapons. The events in this book start some years after the end of Zandru's Forge. It overlaps with Two to Conquer as it mentions the Kilghard Wolf and Varzil's visit in Asturias."
Redwall_Map__Riddler-Brian_Jacques.jpg," This guide features a full length map covering the topography of the places discussed in the series up until its year of publication. While now outdated, it is still a valuable tool for comparing the locations of the older books. Also featured in this guide is a series of questions to test the reader's knowledge of the series."
Redwall_Friend__Foe-Brian_Jacques.jpg, This guide features art by Chris Baker and contains descriptions of Redwall heroes and villains. It also features a pull-out poster and a number of questions to test the reader's knowledge of the series.
Conan_the_Liberator-Lin_Carter.jpg," Following the events of the story ""The Treasure of Tranicos"", Conan joins a conspiracy of former comrades-in-arms to overthrow Numedides, the mad and tyrannical king of Aquilonia. As commander of the rebel forces, he has the prospect of becoming king himself if they succeed, but he has not only Numedides' loyal troops, led by General Procas, to overcome, but the spells of the evil sorcerer Thulandra Thuu. Chronologically, Conan the Liberator overlaps the events of the story ""Wolves Beyond the Border"", and is followed by the story ""The Phoenix on the Sword""."
No_Time_Like_Show_Time-Michael_Hoeye.jpg," Hermux is back in Pinchester after his adventures in the desert, trying to return to his normal life as a watchmaker. He receives a mysterious invitation to the Varmint Variety Theater from the impresario, Fluster Varmint. Fluster is being blackmailed and needs Hermux's help to save his theatre. But show business is a whole new world of weirdness for our modest hero. Hermux ends up saving the show and finding out who black mailed Fluster."
Conan_of_Cimmeria-Lin_Carter.jpg," In a number of episodes Conan, now in his mid- to late-twenties, is followed from the end of his career as a mercenary soldier for King Yildiz of Turan to his initial adventures in the black kingdoms of Kush. In between he visits his native Cimmeria and the far north then makes his way southward where, in Argos, he gets his first taste of life as a sea rover as the right hand man of the pirate queen Bêlit. Chronologically, the eight short stories collected as Conan of Cimmeria fall between Conan and Conan the Freebooter."
Conan_the_Warrior-Robert_E_Howard.jpg," In these stories from Conan's late 30s, the Cimmerian becomes involved in the civil wars of a lost city, a contest over treasure in the black kingdoms, and the border wars between the kingdom of Aquilonia and the savage Picts in the wilderness to the west. Chronologically, the three short stories collected as Conan the Warrior fall between Conan the Buccaneer and Conan the Usurper."
